age,income,employment_length,credit_history_length,credit_utilization,debt_to_income_ratio,loan_amount,education,marital_status,home_ownership,purpose,num_credit_accounts,num_delinquent_accounts,bankruptcies,credit_score,default
20,48962.69666388879,9.0,7,0.6728016937160975,0.7640636359862893,40605.59301659747,Master,Single,Mortgage,major_purchase,17,1,0,651,0
39,46820.60921460239,37.0,19,0.11779029552541254,0.20935689357931225,44991.63920712763,Master,Single,Own,education,2,0,0,689,0
70,32142.907182445386,5.0,11,0.06169145106971119,0.37245549206564055,49812.626850658875,High School,Single,Own,education,10,4,0,783,0
19,25002.250382834853,26.0,3,0.3849049686623861,0.19694690890311156,2045.5741358115847,High School,Married,Rent,major_purchase,14,3,0,629,1
41,61277.263378487085,34.0,20,0.40982477778470494,0.10156833115158721,13266.796790296872,PhD,Single,Own,debt_consolidation,8,3,0,657,1
61,63397.42909517321,9.0,5,0.31974060652648617,0.2821809782775324,17776.74779628278,PhD,Single,Mortgage,debt_consolidation,6,2,0,627,1
47,54030.88003598843,8.0,10,0.2579466375782504,0.16104728064326831,16526.146477031038,High School,Married,Rent,education,4,4,0,575,0
55,34719.084368123134,19.0,22,0.33877634500953036,0.7904418661632431,37027.7011868651,Bachelor,Single,Mortgage,major_purchase,11,0,0,498,0
19,28700.023497817005,36.0,21,0.163375573952103,0.6331573225662618,29769.69482295167,High School,Married,Own,debt_consolidation,15,0,0,562,0
77,21355.02689560214,34.0,6,0.40345246913287736,0.10259335742540618,11081.491786414972,High School,Married,Own,education,19,3,0,765,0
38,,36.0,24,0.9046033735174437,0.2565526093765145,20765.04122932929,High School,Married,Own,education,17,3,0,812,0
50,29882.92870502072,39.0,3,0.22442688120883825,0.5690869688986019,24502.906297081397,High School,Divorced,Own,debt_consolidation,5,0,0,542,0
29,,7.0,25,0.6844511043503504,0.37898647921532813,22426.190493048678,Bachelor,Single,Rent,major_purchase,14,1,0,723,0
75,63026.90024706096,30.0,14,0.14178451039783935,0.6822897941309591,13956.290720457924,High School,Divorced,Rent,debt_consolidation,11,3,0,625,0
39,,15.0,0,0.35390662401023076,0.4534025448630121,8355.618471355312,PhD,Single,Own,education,8,4,0,802,1
78,69678.45362861468,27.0,8,0.3211747805452563,0.5575559938127005,36271.57487407763,Bachelor,Married,Mortgage,home_improvement,12,2,1,646,1
61,,5.0,22,0.9370293944083278,0.5179261783161365,7261.1674933476315,Bachelor,Married,Mortgage,major_purchase,13,3,0,583,1
42,55886.82375236798,31.0,19,0.4279820558018089,0.5467182304365441,35616.88281668293,PhD,Single,Rent,home_improvement,19,1,1,670,0
66,83306.18092120183,27.0,25,0.6904659437813839,0.2610691976790261,28566.757125085485,Bachelor,Married,Mortgage,home_improvement,1,2,0,501,0
44,24283.947318709503,10.0,7,0.6024628089713293,0.3613026074443342,12160.772926771762,High School,Divorced,Rent,home_improvement,4,1,2,664,1
76,,22.0,11,0.1410300752847614,0.13544047700514397,32654.094447611405,Bachelor,Divorced,Mortgage,education,5,1,0,619,0
59,44047.148539571404,29.0,6,0.9395404510306183,0.5113455602817462,14258.199640082963,Bachelor,Married,Mortgage,home_improvement,4,2,0,619,0
45,101421.40313259081,8.0,27,0.3458692918557632,0.421480923453043,33479.14851930778,Master,Married,Mortgage,home_improvement,11,3,0,586,1
77,42384.11137721581,27.0,17,0.04475835578364973,0.6325013043133506,13191.373546026165,Bachelor,Single,Own,major_purchase,13,0,0,570,0
33,39153.83327748763,23.0,0,0.30044370684418764,0.2444677252351495,26636.226809547396,Bachelor,Single,Mortgage,debt_consolidation,8,2,0,679,0
32,58510.71549714533,27.0,8,0.3356337258823261,0.40576848124746134,24266.561409739443,Bachelor,Single,Mortgage,education,4,2,0,657,0
79,45821.829355827205,23.0,6,0.0927453273787272,0.22652180314017037,15718.221872984344,Bachelor,Married,Own,debt_consolidation,7,0,0,628,0
79,34830.74075400262,14.0,13,0.6199774063799428,0.5297854576739095,20275.984374135835,Bachelor,Single,Mortgage,education,13,2,0,686,1
64,30594.464321283253,38.0,25,0.3467642055415454,0.6936211795580165,15347.94880066804,High School,Married,Rent,major_purchase,7,4,0,640,0
79,79164.08976774807,32.0,0,0.6291346063309708,0.6358102739142896,42562.9988490084,PhD,Married,Mortgage,debt_consolidation,14,3,0,625,1
68,26730.767362000166,33.0,12,0.006740563589067161,0.7609385808416211,14494.111422897917,Bachelor,Married,Mortgage,debt_consolidation,17,0,0,580,0
61,54461.751207609996,21.0,19,0.9820483989907525,0.7802080473045138,23931.64592457195,Bachelor,Married,Own,education,18,3,0,757,0
72,71123.6827925219,28.0,14,0.1705163585446816,0.6404237073073935,1000.0,Bachelor,Married,Rent,education,17,0,0,850,0
69,72089.89970885267,33.0,4,0.6593309867049364,0.30076425976618104,14691.27087293565,High School,Married,Rent,debt_consolidation,17,2,2,410,1
74,37966.9519563712,9.0,4,0.7157843032795155,0.2534829640507228,34522.19042265755,Bachelor,Married,Mortgage,debt_consolidation,16,2,0,625,0
20,45876.303987484745,29.0,13,0.17160834974747607,0.41328432418426064,32123.833446643453,Master,Married,Mortgage,home_improvement,6,3,0,632,0
54,41996.12997971255,10.0,13,0.11171228210241857,0.7957185862039845,31546.330022372786,Bachelor,Single,Mortgage,debt_consolidation,11,1,0,666,0
68,19299.6247466825,33.0,13,0.15257719184480867,0.3888676145720088,24567.790701787886,Bachelor,Married,Own,debt_consolidation,1,4,0,850,0
24,60750.3476604023,20.0,4,0.24681825584494455,0.23934788740058816,28776.14593969952,Bachelor,Single,Mortgage,education,6,3,0,655,0
38,50770.072912696174,12.0,10,0.16823211799290883,0.7610400144482687,46652.421870746555,Master,Married,Mortgage,debt_consolidation,8,2,0,615,1
26,78811.70161203758,24.0,18,0.6739994269560816,0.3701425843172159,11135.236485991894,Master,Single,Mortgage,home_improvement,12,3,0,711,0
56,33535.89805397154,20.0,4,0.42083320372606725,0.5836292210593417,43395.03047744766,Master,Divorced,Rent,debt_consolidation,3,3,1,733,0
35,71773.93117235391,0.0,3,0.5377915945153631,0.6517070850302108,11774.951835540927,High School,Married,Own,major_purchase,10,2,0,589,1
21,73184.6830056841,4.0,14,0.04733678880915826,0.6902091314416738,29540.382751519104,Bachelor,Single,Rent,education,10,1,0,641,0
42,50941.43373615775,21.0,20,0.8612489631007233,0.6748962709859533,12152.4594536019,Master,Married,Own,education,8,0,0,645,0
77,15000.0,6.0,6,0.17057155320619222,0.6853728040999861,37715.10089293011,Bachelor,Married,Mortgage,debt_consolidation,6,1,0,811,0
31,39748.646851114194,12.0,4,0.3601523314550882,0.5673573993045167,5677.302577199647,Master,Single,Rent,major_purchase,4,2,0,663,0
67,85717.42248608233,22.0,29,0.07190163982776698,0.382681748490722,9928.34743213866,Master,Married,Rent,home_improvement,9,3,0,695,0
75,55941.11542983819,20.0,14,0.13679313464832965,0.567100797844686,23315.074092217114,High School,Single,Own,home_improvement,15,4,1,590,1
26,63867.994117437716,5.0,29,0.6657994099756614,0.6857140338419393,13182.474014835661,Bachelor,Married,Own,debt_consolidation,16,0,0,696,0
43,48216.668367300634,19.0,13,0.6925870022556889,0.3454497252370948,14344.850327415419,Bachelor,Single,Own,debt_consolidation,2,3,0,635,0
70,45531.14180273743,11.0,23,0.6769654846253521,0.3075555932044281,23228.911921284427,High School,Single,Own,debt_consolidation,4,1,0,624,0
19,15000.0,39.0,23,0.552136787846022,0.3405950519736145,6233.339304028566,PhD,Married,Own,debt_consolidation,2,0,0,592,0
37,65894.78434110613,8.0,2,0.9525216640119066,0.48589837722055795,26920.131431262802,High School,Single,Rent,home_improvement,8,4,0,671,1
45,71593.62409444753,27.0,4,0.5071771607685764,0.13671071236976118,30522.32410612068,Bachelor,Divorced,Own,debt_consolidation,11,1,0,634,0
64,30982.754290666235,10.0,11,0.4494120292964465,0.645279573311788,1382.920358358635,PhD,Married,Rent,debt_consolidation,6,0,0,553,0
77,46422.897569833855,31.0,19,0.24754556571714348,0.19719637091514136,28662.768484403212,High School,Single,Rent,debt_consolidation,10,3,0,559,0
24,43725.17445291419,,13,0.09884952926661261,0.19298705974886915,28047.126463442404,Bachelor,Married,Mortgage,debt_consolidation,4,4,0,670,0
61,58403.06587972572,23.0,29,0.5481549299661788,0.23836139754927352,31551.251922305928,Bachelor,Married,Mortgage,education,3,3,1,659,1
78,39112.7283698181,14.0,4,0.3148901866928281,0.5038492044807489,26736.117804960617,Master,Divorced,Rent,debt_consolidation,12,2,0,712,0
25,68626.81846366005,34.0,23,0.5240253831905152,0.2998978630627692,30275.546216396535,Bachelor,Married,Rent,home_improvement,1,4,0,662,0
64,,16.0,3,0.2061190782604797,0.35766323029058655,30225.807756915026,High School,Single,Rent,education,14,0,0,540,0
52,15000.0,24.0,20,0.8381726722079114,0.7521543776846895,28680.80312809041,PhD,Divorced,Own,home_improvement,11,2,0,707,0
31,58854.40550385286,34.0,15,0.999697209659069,0.6930415259838897,30586.05444968455,Bachelor,Single,Own,education,8,2,0,563,1
34,69927.01975181568,18.0,6,0.3224035101206495,0.6965333731733477,48116.975394609384,Master,Married,Mortgage,debt_consolidation,13,3,0,753,1
53,26958.766794701227,30.0,2,0.8423276072603297,0.5043492833281915,44644.83826235746,High School,Single,Rent,debt_consolidation,2,0,0,746,0
67,58174.53869949149,16.0,28,0.8729861363924074,0.7065263031033365,23294.22570870708,High School,Married,Own,major_purchase,6,1,0,590,1
57,86599.1933950842,22.0,21,0.9960737887570796,0.6449960777383875,15641.379543056053,Master,Divorced,Own,education,14,2,0,566,1
21,52241.327503564775,0.0,24,0.3427201297779794,0.7672657620377437,44056.881735555595,High School,Married,Mortgage,major_purchase,4,4,0,529,0
19,72832.57728658979,,26,0.7560413937141057,0.14505788351534088,59325.10766761381,Bachelor,Married,Rent,education,2,4,0,520,0
79,41156.900595269595,7.0,3,0.22880900364198542,0.12010899355775301,24575.85687850989,Master,Single,Rent,education,3,1,0,812,0
23,49640.71423085688,25.0,19,0.6247960012921433,0.2225209585067238,32495.43976767188,Bachelor,Single,Own,debt_consolidation,18,2,0,569,0
71,45907.57424147309,33.0,21,0.7048425694728376,0.750359374355583,20114.564783995997,Bachelor,Single,Own,debt_consolidation,7,1,0,610,1
59,42257.591473048866,,5,0.7411206925350964,0.5238955741679722,32965.93258192562,High School,Married,Mortgage,education,4,4,0,850,0
21,47045.559098338475,13.0,2,0.20717216858446164,0.3982787623866967,1000.0,Master,Married,Rent,major_purchase,15,4,0,765,0
71,17386.36438151365,7.0,29,0.8487255704961948,0.4588977430333062,17133.87261966415,High School,Single,Rent,major_purchase,12,0,0,752,0
46,43382.39731233407,0.0,0,0.42097186039254186,0.680723211759369,35854.0750226049,Master,Single,Own,education,8,2,0,716,0
35,,24.0,2,0.21636951773455504,0.7503769970627469,11875.374034348208,Bachelor,Married,Rent,education,8,3,1,754,1
43,30726.198862963334,23.0,23,0.5425310883719016,0.6107891840176369,33318.37219795267,Master,Single,Mortgage,debt_consolidation,7,4,0,414,1
61,28677.33457053379,19.0,7,0.8633571296069421,0.6318934830561075,32801.699644683,High School,Single,Own,home_improvement,18,3,0,636,1
51,51224.2474278951,29.0,15,0.9670879097781138,0.3242646309146866,33687.085771552505,Bachelor,Married,Rent,home_improvement,18,0,0,581,1
27,52223.66286714489,4.0,21,0.7482078217278744,0.4269246366921775,17389.706999910806,Master,Single,Own,home_improvement,6,2,1,492,0
79,57549.29438107972,,6,0.005622886271362426,0.7196471354298162,36478.690861868134,PhD,Single,Mortgage,major_purchase,16,1,1,503,1
53,47725.22853630722,31.0,17,0.13470076046595614,0.6501538770508043,52726.30838191918,High School,Divorced,Own,major_purchase,15,2,1,633,0
31,51437.28328916667,16.0,8,0.07627398643886574,0.5789896429229434,17638.67259984139,Master,Married,Own,debt_consolidation,6,4,1,509,1
48,42982.30452742002,4.0,2,0.10121374299388475,0.1456727851216843,14951.670155309874,High School,Married,Mortgage,education,13,3,0,627,1
65,24484.07689400072,10.0,17,0.3830349560197751,0.1276550536177684,22445.262362380094,Bachelor,Married,Mortgage,education,9,3,1,604,1
32,,37.0,15,0.33849331482862777,0.19128766017979654,29127.65119440183,PhD,Single,Rent,debt_consolidation,12,1,0,811,0
25,,3.0,20,0.11368498126831006,0.5069737694384834,9547.889548005562,PhD,Married,Rent,debt_consolidation,16,3,0,714,0
31,60301.09252704668,,0,0.882235351614249,0.475470793138805,18184.031588655693,High School,Single,Mortgage,debt_consolidation,7,2,0,736,0
40,15115.15746121425,18.0,20,0.6154275763323602,0.7598835785829378,46836.17952749557,High School,Divorced,Rent,education,8,2,0,541,0
77,55038.50726618165,38.0,25,0.7964633089564489,0.5863317480303776,42039.47875324024,High School,Single,Own,home_improvement,19,2,0,778,1
74,32144.609482856617,22.0,19,0.3715493888554309,0.30578083214179824,10138.223564051104,Bachelor,Divorced,Mortgage,major_purchase,1,2,1,709,0
79,77843.28010442764,16.0,15,0.4102360162875679,0.21304740567098812,52988.60467631533,High School,Married,Own,major_purchase,11,1,0,640,0
57,56525.395658567606,12.0,11,0.317621210536728,0.6946732675298675,18551.12475229353,Bachelor,Single,Own,major_purchase,9,3,1,505,0
38,67925.67920261214,26.0,5,0.4384266120984911,0.42173687258231696,30031.891957828695,High School,Single,Mortgage,major_purchase,13,1,0,689,0
33,50423.3628882972,0.0,27,0.6103772623550536,0.5574286481861942,25625.077809127346,High School,Single,Own,education,3,3,0,619,0
62,48678.90002205045,1.0,20,0.49298400784024143,0.4956005246135621,38779.49666302018,PhD,Single,Own,home_improvement,17,4,0,582,0
35,79916.89835306494,17.0,8,0.8379170061884502,0.1752194422956445,7849.025799162515,Bachelor,Married,Own,education,9,2,0,673,0
64,69455.48793250033,35.0,20,0.9001391686098242,0.13994086857727894,17093.30507725933,High School,Married,Rent,debt_consolidation,18,1,0,611,1
70,,32.0,12,0.4696838533675992,0.3639127328014895,11249.186483967665,Bachelor,Married,Own,major_purchase,16,2,1,638,0
41,46006.671477252035,35.0,23,0.23974798034864941,0.3530852082820024,9154.345994131376,PhD,Single,Mortgage,education,7,3,0,527,0
43,15856.505489382602,1.0,11,0.9451924194593089,0.5716586790782345,13855.772060656956,Bachelor,Single,Mortgage,major_purchase,18,3,0,494,0
42,56491.3506974828,3.0,12,0.7350386430509227,0.5425402863708132,12461.502327566055,Bachelor,Married,Own,education,15,2,1,795,1
77,47477.920613605704,15.0,17,0.6401270860538799,0.7782586499247961,34620.147230563234,PhD,Married,Own,major_purchase,5,4,0,529,1
77,61079.120941645524,3.0,18,0.7454137336239759,0.7006696519401002,19189.374862742785,Bachelor,Single,Mortgage,debt_consolidation,2,1,0,534,0
77,67156.37683069572,8.0,18,0.07598178239692288,0.4476077680427015,21192.67305233703,Bachelor,Single,Own,education,7,4,0,588,0
62,74658.42190094493,20.0,18,0.06762632763767251,0.45001774679388695,1000.0,Bachelor,Single,Mortgage,major_purchase,15,3,1,734,0
58,56739.85821788808,22.0,5,0.1531206525809874,0.5718904603788861,39823.68614919737,PhD,Married,Mortgage,education,18,4,0,584,1
46,29072.790697435896,1.0,15,0.14745096744053243,0.1798634079412929,1000.0,Bachelor,Married,Rent,education,6,1,0,633,0
32,15000.0,2.0,6,0.42067047484940445,0.7999233952419748,26432.10656408767,Master,Married,Rent,education,8,0,0,558,0
62,33506.002792864165,22.0,6,0.15740408228536418,0.46316567087053684,44930.01935296434,Bachelor,Married,Own,debt_consolidation,12,0,0,764,0
18,76669.76999010135,25.0,27,0.8545256442665965,0.736933411736279,48059.8414912673,Bachelor,Married,Mortgage,home_improvement,3,0,0,439,1
42,86469.82938598882,6.0,22,0.5780969309280258,0.7771494342565456,4248.659014573572,Bachelor,Single,Own,education,7,2,0,672,1
24,45241.98496461649,35.0,27,0.3682618963502514,0.5071499179315858,22312.89753289117,PhD,Single,Mortgage,major_purchase,19,3,0,842,1
26,20780.814914352974,32.0,18,0.0696225382252671,0.17234405326734276,36550.89842661924,Bachelor,Married,Mortgage,debt_consolidation,17,2,0,621,0
41,37031.7284999432,35.0,15,0.5910277959591251,0.5013420658939799,18924.74792774509,High School,Married,Own,debt_consolidation,15,0,0,557,0
18,72756.11645395742,3.0,16,0.11653282059212633,0.5183497060161908,41212.32633934213,High School,Married,Own,education,11,1,0,432,0
61,38179.73652945786,22.0,21,0.7432202504026062,0.6524351957413318,1000.0,Bachelor,Single,Rent,major_purchase,3,3,0,685,1
25,61782.478953350284,24.0,18,0.8027580967438215,0.13376048689643433,27281.62798611906,High School,Single,Mortgage,education,6,2,0,741,1
41,53371.1660259607,25.0,15,0.5439762579598412,0.4264207570365658,31732.70111325484,Master,Married,Own,major_purchase,17,4,0,762,0
28,64200.065180741076,27.0,28,0.14960285914085747,0.7459391808357693,7811.867507219336,Bachelor,Single,Rent,debt_consolidation,10,4,0,797,0
68,86360.21997894076,27.0,15,0.7868627237404655,0.7939093550750574,37012.20501748282,Bachelor,Married,Rent,major_purchase,10,1,0,726,0
34,61795.62951068677,20.0,18,0.30782778925933396,0.23396787513146636,9633.261162798224,High School,Married,Rent,education,3,2,0,487,0
25,52938.32553275859,9.0,14,0.22265314275345982,0.7094192949145246,49352.30681074699,High School,Married,Rent,home_improvement,18,3,1,770,0
52,88567.47131617839,26.0,2,0.4705566410184253,0.20237539314145087,20157.047487617394,Bachelor,Single,Own,education,16,0,0,565,1
52,56991.042032501224,14.0,14,0.9226462413829178,0.688822104197528,22607.98306434447,Bachelor,Married,Own,debt_consolidation,10,0,0,609,0
50,34141.05005336799,16.0,24,0.2973732920745237,0.2940944092273645,9495.626515551208,High School,Married,Own,debt_consolidation,19,3,0,722,0
76,63749.30579538971,38.0,27,0.9055785009726203,0.7717376862343998,19748.66989763112,High School,Married,Mortgage,major_purchase,17,1,0,684,1
22,58949.110842659415,34.0,15,0.053653308739827876,0.5868477256304461,14396.185140208367,High School,Married,Rent,education,9,4,1,564,1
59,43841.953154588,4.0,19,0.08352370501794681,0.37937742097283167,29529.152706401637,Master,Married,Mortgage,debt_consolidation,13,1,0,686,0
56,39648.27895067453,15.0,4,0.698561025135247,0.2966813309357164,28880.618709220216,Bachelor,Married,Mortgage,major_purchase,6,1,0,378,0
75,44034.81025370184,22.0,18,0.19059266144817555,0.2646662692321118,23676.89797418813,Bachelor,Married,Own,major_purchase,13,3,0,738,0
58,39362.21284996487,38.0,9,0.3166206831966254,0.5765546288997097,27548.521632658372,PhD,Single,Rent,major_purchase,13,2,1,602,0
45,44684.80362574216,8.0,12,0.13637298098057904,0.7270537018038171,8591.709530623637,Master,Married,Own,education,5,2,0,848,1
24,33144.06795516277,32.0,14,0.33224826913254835,0.6284593787300407,9504.097325336412,PhD,Single,Mortgage,debt_consolidation,16,0,0,616,0
26,57723.09376319632,34.0,11,0.28045999389246334,0.6843540766115797,43082.610585695664,Bachelor,Single,Mortgage,major_purchase,11,4,0,772,0
25,56224.02627917638,39.0,16,0.7363376389889836,0.6469686373441761,13814.003178032355,High School,Single,Rent,education,11,4,0,741,1
29,56904.03554458938,23.0,14,0.7020233881890439,0.7854033665486135,29458.61711866124,Bachelor,Married,Own,major_purchase,17,0,1,728,1
51,48752.61321126692,23.0,27,0.9549271764283654,0.6304634487784274,1000.0,High School,Single,Own,major_purchase,13,4,0,730,1
50,46446.734879498756,23.0,3,0.7244216851730408,0.24715996292919168,31385.786717240346,Bachelor,Divorced,Rent,major_purchase,4,4,0,699,0
65,78840.1159530703,18.0,14,0.6948177530213849,0.6541189258321605,42435.33053164778,Bachelor,Married,Rent,major_purchase,14,2,0,714,0
72,51348.11773675606,38.0,16,0.6942038890626517,0.3254485526893607,26813.570557001614,High School,Married,Rent,debt_consolidation,13,4,0,724,0
40,75275.33692110953,24.0,26,0.8829674556481761,0.7970599038640007,27550.664163810838,High School,Married,Rent,education,3,0,2,623,0
79,30071.68033667373,30.0,10,0.2962367328755501,0.3636708340701026,48523.07957218471,Bachelor,Single,Rent,major_purchase,2,3,0,585,0
41,61783.55668402757,37.0,22,0.30009210919380425,0.30495562909306095,29259.364426355347,Master,Married,Own,home_improvement,18,1,0,601,1
54,35305.93926679969,24.0,22,0.7412138097049368,0.2674511898562381,14735.274667415439,High School,Divorced,Own,home_improvement,18,1,0,618,1
52,38876.961434133314,26.0,14,0.2287051371501274,0.5609602564408589,18416.272160942877,High School,Single,Mortgage,home_improvement,4,0,0,670,0
61,41761.883201448974,31.0,19,0.9120200041479699,0.17645476187127185,15882.554466772692,Master,Married,Own,debt_consolidation,19,3,0,725,0
57,40508.02062792443,10.0,20,0.534781725086886,0.7674919172130804,39622.26008879814,Bachelor,Married,Rent,education,10,1,0,657,0
39,40607.90687036299,4.0,25,0.30012492809283176,0.30601887505019604,44334.195431635264,PhD,Married,Rent,education,1,0,0,745,0
44,74345.5017978113,32.0,6,0.7760999296899824,0.3067804277269306,41009.36276535789,Bachelor,Single,Mortgage,debt_consolidation,4,3,0,651,0
52,50908.2234623528,18.0,12,0.3123206298752961,0.13224626699494138,14073.382324872255,Master,Married,Mortgage,debt_consolidation,2,1,0,850,0
18,54501.10778419218,15.0,21,0.9632783170718717,0.27221226251150193,26083.097123568034,High School,Single,Rent,debt_consolidation,9,0,0,657,0
52,40856.80072897101,34.0,12,0.9829892097249847,0.39328554897336643,35513.1605266721,High School,Married,Rent,major_purchase,9,0,0,644,0
54,67138.78607436217,10.0,19,0.6667962419661961,0.35872447315695455,7486.871373993112,Master,Divorced,Mortgage,home_improvement,2,4,2,583,1
64,57101.12556477839,10.0,19,0.11363388975022926,0.29111394500535415,38635.28020606168,PhD,Single,Own,home_improvement,10,1,0,763,0
31,43821.42711300524,9.0,1,0.2632088499332925,0.12852068648743875,37770.791504741435,Master,Married,Own,major_purchase,8,2,0,755,0
20,18314.322147467137,33.0,9,0.5154169622160554,0.31040696152394975,34001.746349920184,Master,Single,Own,debt_consolidation,8,2,0,809,0
18,54325.929168037415,4.0,17,0.8514474500979816,0.6448316567841841,37322.33287993473,High School,Married,Mortgage,major_purchase,17,0,0,780,0
22,61513.59045070916,22.0,27,0.18488649694202863,0.40715459971662993,23762.229967929386,Master,Single,Rent,home_improvement,2,3,1,654,1
43,30423.04323353307,24.0,19,0.10440345901393233,0.30354274331909953,12465.1839700424,Bachelor,Married,Own,education,19,3,0,532,0
72,44092.107626016754,28.0,4,0.07447748318903558,0.3133544939035705,42555.0970431638,Bachelor,Married,Rent,debt_consolidation,8,0,1,668,1
31,60743.21002921912,39.0,19,0.5069675623600469,0.4881063035457306,25686.54266598543,Bachelor,Single,Own,major_purchase,16,4,0,754,1
56,18581.43885756465,12.0,29,0.8847009695947058,0.31160487441735235,17171.291657179732,High School,Married,Mortgage,home_improvement,13,0,2,642,0
44,37022.956331802205,31.0,18,0.04235924264389235,0.5415581239063363,26927.726547108217,Bachelor,Married,Rent,home_improvement,15,2,0,607,0
26,57538.17883252803,33.0,26,0.2123215339935346,0.7926181596075805,26820.73390999388,High School,Single,Mortgage,debt_consolidation,6,4,0,619,1
32,72100.3687770322,11.0,1,0.6932570158395017,0.12882347842766398,18052.745786377905,Bachelor,Divorced,Mortgage,education,18,3,0,777,0
32,93715.59624542334,23.0,3,0.8258634351437154,0.2181157289881581,33161.70479482512,High School,Married,Rent,education,11,2,0,614,0
43,89173.09536734181,39.0,29,0.8073995292991696,0.22537528170231685,53741.88187410125,Bachelor,Married,Own,home_improvement,13,3,1,718,0
59,52875.38964632019,20.0,15,0.785068057320331,0.4129492225524105,6351.937376807669,High School,Married,Own,home_improvement,5,3,1,740,0
77,40315.462370360954,28.0,26,0.12979980081333997,0.12899309843736212,6709.593267130687,High School,Single,Rent,major_purchase,12,2,0,708,0
30,68462.44535541773,22.0,20,0.3972375821829185,0.43426510441976174,43527.02081487533,High School,Married,Rent,home_improvement,13,2,1,586,1
68,39128.14152552685,32.0,15,0.9847446628317466,0.7502473306536596,36825.33059236311,High School,Married,Rent,major_purchase,16,3,0,622,0
49,34758.09430108697,7.0,16,0.9888875715880882,0.10809486208489139,50061.98199365291,High School,Single,Mortgage,home_improvement,3,1,0,491,0
56,43894.67895269799,12.0,14,0.6024273919541879,0.3554572070296267,53354.11763153697,High School,Divorced,Mortgage,education,5,4,1,612,1
66,41386.53399645786,4.0,12,0.7092672047211342,0.6326256404776753,36613.95213778109,Bachelor,Married,Own,debt_consolidation,7,1,0,476,1
69,58252.61246131751,9.0,0,0.9512837962853091,0.20814615023367056,7805.609892640245,High School,Single,Own,major_purchase,9,1,1,753,1
78,37951.967557312775,13.0,21,0.4499278612412104,0.1542913017685795,30335.374241747275,PhD,Single,Own,home_improvement,10,1,0,521,1
49,51702.4411459563,23.0,4,0.13686685788379327,0.541544976083847,19784.278193680173,High School,Married,Mortgage,debt_consolidation,17,3,0,543,1
21,81899.0690281064,10.0,26,0.6689488755160782,0.10696563633465539,32527.462311817966,Master,Single,Own,home_improvement,14,1,0,620,1
47,52442.814281480954,2.0,19,0.9601023049005235,0.6612393438188011,14047.060339869926,Bachelor,Single,Rent,major_purchase,14,3,0,596,1
